stop_id,stop_code,stop_name,stop_lat,stop_lon
2797,17729,"Żernicka (Stacja kolejowa)",51.1260832900,16.9142594700
1332,16706,"Marcepanowa",51.0623652800,16.9763931500
4161,92056005,"Księginice ul. Sportowa",51.2389813900,16.7609465700
3680,32614901,"Kamień Diamentowa",51.1671000000,17.2240627700
2298,16719,"ROD Bielany",51.0552190800,16.9775086500
3645,31371007,"Siedlec - Wrocławska/szkoła",51.2302522500,17.1148444300
3761,23511,"Perzowa",51.1765761700,16.9919465400
883,12527,"Metalowców",51.1322913500,16.9565849600
707,24108,"C.H. Korona",51.1408418900,17.0871082700
92,18712,"PRACZE ODRZAŃSKIE (Stacja kolejowa)",51.1713957000,16.9024931000
1376,11610,"GRABISZYŃSKA (Cmentarz)",51.0905846700,16.9769745800
1253,20316,"Na Niskich Łąkach",51.0966795600,17.0566469200
656,10704,"PL. STASZICA",51.1224616700,17.0302606800
3128,12113,"Centrum Zarządzania Kryzysowego",51.1146256000,16.9718827800
716,29534,"Azaliowa",51.1641714100,17.1119364000
3934,11550,"RACŁAWICKA",51.0775900000,16.9847640000
18,723975,"BIELANY WROCŁAWSKIE",51.0327015600,16.9677890500
69,18726,"Krzelowska",51.1774615200,16.8786003600
943,10379,"Grabiszyńska",51.1022549400,17.0123390900
506,11302,"Rondo",51.0911494400,17.0178796300
3146,10500,"PL. JANA PAWŁA II",51.1127054600,17.0206180600
2296,25003,"KRAKOWSKA (Centrum handlowe)",51.0900349300,17.0646568700
1651,10015,"Uniwersytet",51.1137562100,17.0323867600
3138,11313,"KRZYKI",51.0748550000,17.0062318900
3762,18516,"Maślicka (Osiedle)",51.1474924300,16.9477391900
2358,12603,"PILCZYCKA (Anima)",51.1351552600,16.9692437400
3456,11602,"Bzowa (Centrum Zajezdnia)",51.0976059800,16.9926512100
870,110255,"pl. Orląt Lwowskich",51.1077807100,17.0222147000
1503,18201,"LEŚNICA",51.1446523600,16.8717053200
2543,11242,"PARK POŁUDNIOWY",51.0726710900,17.0144784300
1665,18009,"Wschowska",51.1449086300,16.8814493900
1483,20818,"Kliniki",51.1094524000,17.0661215100
652,23111,"Łużycka",51.1361168900,17.0166050300
2714,18383,"LEŚNICA",51.1448916300,16.8716380400
3481,90336005,"Pisarzowice - Odrzańska",51.2050515000,16.8524908000
160,17717,"Kośnego",51.1207106000,16.8640121100
265,17504,"Zagłoby",51.1095419000,16.9302482300
616,20721,"Wyszyńskiego",51.1227988000,17.0528858000
4192,17106,"Awicenny (Stacja kolejowa)",51.0915410000,16.9505740000
1755,18730,"Małomicka",51.1668052400,16.8867304900
3432,21370005,"Psary - Szkoła",51.1867050000,17.0318510000
3902,21013,"Bardzka",51.0829166600,17.0504896100
1718,31913008,"Januszkowice - Wierzbowa",51.2238700800,17.2382264500
3892,21145,"Bardzka",51.0827794400,17.0508081600
1314,120631,"Daszyńskiego",51.1263180700,17.0477574100
4053,17530,"PORT LOTNICZY",51.1097000000,16.8816430000
452,21129,"Morwowa",51.0759126400,17.0519091400
4039,10383,"Tęczowa",51.1056127700,17.0149223500
648,23116,"Bezpieczna",51.1412386800,17.0250751400
217,12311,"Popowice",51.1263766400,16.9952899900
1389,20611,"Dubois",51.1172784300,17.0342973300
3746,31913006,"Januszkowice - skrzy. Kępa",51.2327202700,17.2365359100
1276,24519,"Monte Cassino",51.1060319700,17.1055154300
522,10335,"Renoma",51.1041265100,17.0323177900
1154,10377,"pl. Legionów",51.1041647100,17.0201090300
2037,26306,"Parafialna",51.0631572800,17.0322484500
2117,24138,"Kowalska I",51.1266857000,17.1156350600
3898,23734,"pl. Daniłowskiego",51.1384677800,17.0586282800
3874,12138,"NOWY DWÓR (pętla)",51.1194207700,16.9515678100
2733,11378,"Pułtuska",51.0745575000,17.0164437100
630,23718,"Koszarowa",51.1402692700,17.0698749100
3884,29328,"LITEWSKA",51.1422889200,17.1275839200
391,16515,"Chłodna",51.0751223400,16.9966708600
3868,91606012,"Łowęcice - Staw",51.1215010000,16.7404670000
1230,29312,"Poleska",51.1465301600,17.1290510900
1537,23006,"OSOBOWICKA (Cmentarz II)",51.1344896400,17.0112272400
3833,23560,"KMINKOWA",51.1796990000,17.0060340000
3692,30368010,"Byków - Jaśminowa",51.1923120900,17.2474286600
596,24725,"Ceglana",51.1198273100,17.1219478600
3678,31918003,"Długołęka - Nowy Urząd",51.1736239300,17.2024367800
233,10507,"ZACHODNIA (Stacja kolejowa)",51.1160249300,17.0012958900
1654,20291,"Urząd Wojewódzki",51.1086103000,17.0499577900
3878,23551,"Milicka",51.1527670000,17.0436330000
79,18371,"Wolska",51.1466610000,16.8693550000
1970,25519,"Opatowicka nr 127",51.0919275700,17.1330333800
3027,31920012,"Śliwice",51.1290719500,17.2131062100
2515,17513,"Rdestowa",51.1112747700,16.8880577300
518,120215,"Na Niskich Łąkach",51.0970555300,17.0554487900
4128,18018,"Aleja Architektów",51.1390510000,16.9271760000
2723,10526,"pl. Strzegomski (Muzeum Współczesne)",51.1142438800,17.0063843300
885,18301,"LEŚNICA",51.1455383300,16.8703672200
1747,20823,"PL. GRUNWALDZKI",51.1116106300,17.0604342000
2785,23202,"most Milenijny",51.1359163400,16.9984428200
2641,18526,"STADION WROCŁAW (Królewiecka)",51.1451620400,16.9491360000
3633,31911002,"Kępa - skrzy.",51.2410499100,17.1967672300
2870,23309,"RĘDZIN",51.1661503100,16.9667358800
1892,24111,"KROMERA",51.1317652000,17.0652074000
1079,31911001,"Kępa",51.2386183400,17.2092182200
4002,92055002,"Wojnowice - Główna",51.2014040000,16.7958430000
1548,20202,"pl. Wróblewskiego",51.1052627400,17.0480874000
4162,92052014,"Brzezina - ul. Chrobrego",51.2014550000,16.8349673000
4016,92056021,"Miękinia - pętla",51.1940310400,16.7416325600
1354,12405,"Bajana",51.1307276200,16.9671791900
705,23557,"POLANOWICE",51.1625272600,17.0459865000
2949,24706,"Magellana",51.1135545300,17.1213349700
2955,25307,"Chińska",51.0608851300,17.0817574600
2849,18330,"Ratyń - skrzyżowanie",51.1302853900,16.8476622600
679,23510,"LIPA PIOTROWSKA",51.1731299600,16.9946675500
981,18521,"Brodzka",51.1568793000,16.9229924000
1321,10532,"Pl. SOLIDARNOŚCI",51.1137060500,17.0175242800
3734,31371009,"Pasikurowice - Wrocławska (na wys. nr 14)",51.2154030100,17.1110910300
3736,31921004,"Raków II",51.1689016400,17.2771496900
1795,24501,"Hala Stulecia",51.1070399600,17.0728323200
352,26311,"Kurpiów",51.0546745900,17.0268831300
3667,31909006,"Tokary - centrum",51.2330337300,17.1404028900
871,24321,"SĘPOLNO",51.1138712400,17.1039946400
1251,12505,"PILCZYCE",51.1364290200,16.9505078100
1064,10119,"GALERIA DOMINIKAŃSKA",51.1089984000,17.0411773100
927,11371,"Uniwersytet Ekonomiczny",51.0902433500,17.0286277000
100,18513,"Lubelska",51.1639163100,16.9191472700
2359,12606,"Modra",51.1366740600,16.9666521900
3681,32913201,"Domaszczyn Wrocławska sklep",51.1900472700,17.1708592500
3008,18114,"Kosmonautów (Szpital)",51.1418459500,16.9059439000
2019,23168,"Gąsiorowskiego",51.1442212600,17.0399977900
777,31917013,"Kiełczów - WODROL",51.1349012500,17.1756012400
1237,24317,"Stadion Olimpijski",51.1168254300,17.0900745800
939,24722,"Mikołowska",51.1111693100,17.1367838100
567,24707,"Swojczyce",51.1145818000,17.1288162200
2010,11368,"PARK POŁUDNIOWY",51.0726200500,17.0107435600
2579,12544,"Bystrzycka",51.1240088700,16.9590017800
465,25301,"Wiaduktowa",51.0754529800,17.0760928600
2953,110222,"Wzgórze Partyzantów",51.1042805600,17.0374997100
1210,24526,"Piramowicza",51.1029892700,17.0969646500
466,25304,"Topolowa",51.0694651300,17.0804192500
3685,31920018,"Brzezia Łąka - Wrocławska",51.1233520500,17.2456382500
3794,26110,"Kajdasza",51.0538040000,17.0580200000
3978,92056015,"Miękinia Cegielnia",51.1883150000,16.7246340000
1360,24014,"Bociania",51.1298715700,17.0978813500
4166,91607005,"Gałów Przedszkole",51.1110280000,16.8156260000
1636,10001,"Świdnicka",51.1072813000,17.0328509900
1255,29109,"Bierutowska",51.1537872200,17.1363615100
587,24716,"Strumykowa",51.1014093100,17.1577110900
301,111403,"Stalowa",51.0994800000,17.0004600000
1308,12533,"Gądowianka",51.1192350200,16.9710863800
146,18316,"Trzmielowicka",51.1409576600,16.8546078700
3198,11611,"OPORÓW",51.0840211600,16.9716335300
3652,32618302,"Ramiszów",51.1887837000,17.1015445200
2569,18501,"STADION WROCŁAW (Królewiecka)",51.1450275900,16.9479168600
286,11743,"Ojca Beyzyma",51.0906467900,16.9922862000
183,12128,"Kołobrzeska",51.1210305500,16.9454134200
2960,17510,"Skarżyńskiego",51.1092096100,16.9041677300
3864,91606007,"Lutynia - Kolonia",51.1317530000,16.7560500000
202,12516,"Drzewieckiego",51.1215805200,16.9679089200
3931,18528,"Królewiecka (Park)",51.1482167800,16.9307749700
1312,120628,"Nowowiejska",51.1242394000,17.0449878900
1162,23112,"Łużycka",51.1362300800,17.0164017000
3782,17119,"GIEŁDOWA (Centrum Hurtu)",51.0681134100,16.9695234600
992,18346,"ŻAR",51.1497779800,16.8342710000
1132,18334,"Las Ratyński",51.1232748200,16.8330233700
3665,31912001,"Łosice",51.2166636800,17.2049164500
2281,31917001,"Wilczyce",51.1330964600,17.1429171600
3614,31913009,"Januszkowice - Wrocławska",51.2212137800,17.2388790400
3429,71951007,"Ślęza (ul. Pszenna - autostrada)",51.0429274300,16.9911233700
1362,16405,"Braterska",51.0676757400,16.9992089800
469,25310,"BROCHÓW",51.0589050000,17.0872960000
155,18323,"Gromadzka",51.1292307400,16.8548804800
3899,23714,"pl. Daniłowskiego",51.1393806500,17.0609120900
2527,21131,"GAJ",51.0769005700,17.0419316500
2055,21028,"Świeradowska",51.0770472100,17.0462380800
1910,18375,"Hartmana",51.1599490000,16.8771594500
1958,12531,"PILCZYCE",51.1366514700,16.9480223600
2736,11240,"Pułtuska",51.0739374700,17.0157181600
3838,38104,"Grabowa",51.1398592800,16.9212092800
1366,20629,"Mosty Warszawskie",51.1283805300,17.0546427100
642,23144,"Bałtycka",51.1366318700,17.0306168000
3517,120269,"DWORZEC GŁÓWNY",51.0996183100,17.0350583000
854,121008,"Gajowa",51.0919384600,17.0400436800
1160,23302,"OSOBOWICE",51.1374777700,16.9936599100
4024,92058002,"Mrozów - Świetlica",51.1856440600,16.7910392500
114,12708,"Górnicza",51.1399021200,16.9594143300
3526,120268,"DWORZEC GŁÓWNY",51.0996885800,17.0354868800
1170,23531,"Polanowicka",51.1700628700,17.0236699200
3611,31917014,"Kiełczów - cmentarz",51.1371178900,17.1772372300
1522,20206,"Na Niskich Łąkach",51.0962539600,17.0565709000
1778,18361,"Krępicka",51.1513831800,16.8561835800
801,18512,"Jędrzejowska",51.1581384600,16.9175631500
1015,18306,"Krępicka - szkoła",51.1500133400,16.8604490700
353,26307,"Gałczyńskiego",51.0550544200,17.0322110100
2981,23166,"KAMIEŃSKIEGO (pętla)",51.1507006200,17.0432173400
520,20315,"Na Niskich Łąkach",51.0966840400,17.0577493300
4169,91607006,"Gałów przy posesji nr 2",51.1118770000,16.8167080000
3386,17722,"Jarnołtowska (Samotworska)",51.1200838600,16.8502475600
29,21101,"Dyrekcyjna",51.0943013600,17.0322290900
4172,91606002,"Lutynia Osiedle ul. Wschodnia",51.1382060000,16.7962540000
3879,12140,"NOWY DWÓR (pętla)",51.1194313300,16.9520998800
663,23304,"Jarocińska",51.1419203400,16.9906040500
879,9,"Zajezdnia Obornicka",51.1487374400,17.0210685900
3756,10543,"Robotnicza",51.1095676600,17.0082892300
3013,20904,"Świętokrzyska",51.1172973300,17.0441863200
3215,23019,"Wołowska",51.1473691300,17.0302713100
3814,11545,"Racławicka (szkoła)",51.0846813500,17.0069504700
1652,20282,"Urząd Wojewódzki",51.1096733000,17.0477552500
2771,29121,"Psie Pole (Gorlicka)",51.1458387600,17.1137168100
595,24726,"Ceglana",51.1197409100,17.1218161200
1664,18010,"Wschowska",51.1447810300,16.8817250400
4124,26117,"Vivaldiego",51.0494207800,17.0594421200
530,25509,"Opatowicka nr 85",51.0951554000,17.1230275700
1359,24013,"Bociania",51.1297322500,17.0980540600
2734,11377,"Pułtuska",51.0747735700,17.0161786500
610,24305,"Zacisze",51.1241929000,17.0782392700
668,23149,"Paprotna",51.1481809800,17.0206268600
2816,10366,"Arkady (Capitol)",51.1020390600,17.0298365300
161,17718,"Kośnego",51.1204467700,16.8631401000
3631,31341014,"Długołęka - Parkowa/skrzy.",51.1788996000,17.1904349000
3698,31919006,"Raków - osiedle",51.1664480100,17.2686538700
128,12701,"Kolista",51.1332096600,16.9722292900
330,11357,"Skierniewicka",51.0776501400,17.0144646000
1945,29532,"OSIEDLE SOBIESKIEGO",51.1590262600,17.1324327000
688,23524,"Żmigrodzka (Obwodnica)",51.1548384400,17.0288383100
664,23303,"Jarocińska",51.1423082100,16.9902143800
3588,31909007,"Łozina - Nowego Osiedla I",51.2335288100,17.1718061300
3525,10226,"Dworzec Główny (Stawowa)",51.0999048600,17.0338842900
815,110655,"Pomorska",51.1178954300,17.0308934600
3663,31341005,"Łosice - plac zabaw",51.2168935700,17.2037054100
3800,17713,"Jasińskiej",51.1209893100,16.8766318900
3724,31341016,"Łozina Cmentarz",51.2284570600,17.1805194000
3697,31919005,"Raków - osiedle",51.1668255600,17.2703164200
2035,26301,"Przystankowa",51.0700097100,17.0321837600
658,10716,"Dubois",51.1170118900,17.0332606000
4185,92052006,"Prężyce przy posesji nr 22",51.2382380000,16.8187220000
889,24524,"Chełmońskiego",51.1037603000,17.0908703600
3943,90094006,"Błonie",51.1586433700,16.7483984100
775,31917011,"Kiełczów - osiedle",51.1324518000,17.1717445100
608,24304,"Śniadeckich",51.1205704600,17.0773104000
4033,17740,"Kaczorowskiego",51.1269520000,16.8813360000
355,26343,"Kutrzeby",51.0518332200,17.0188292700
3995,92052009,"Brzezinka Średzka - PKP",51.2194390000,16.8363440000
2548,24214,"SĘPOLNO",51.1142851200,17.1038941200
385,16501,"Zimowa",51.0720232900,17.0008125600
1377,23008,"OSOBOWICKA (Cmentarz)",51.1350718600,17.0057431500
4038,10384,"Tęczowa",51.1052580200,17.0139121700
3722,31371005,"Siedlec - stacja",51.2345308900,17.1214700400
304,10386,"Grabiszyńska",51.1012382500,17.0137498600
3781,87119,"GIEŁDOWA (Centrum Hurtu)",51.0682000000,16.9693370000
1265,17118,"Marchewkowa",51.0666983500,16.9741725100
869,110256,"pl. Orląt Lwowskich",51.1074836000,17.0224198700
1002,11316,"KRZYKI",51.0745604600,17.0067135000
3228,18005,"Kamiennogórska (Ośrodek dla niewidomych)",51.1426287900,16.8997251000
278,11714,"Ostrowskiego",51.0951126700,16.9732223600
563,24518,"Bacciarellego",51.1054386700,17.1116518200
156,18333,"Las Ratyński",51.1235167000,16.8330710000
3647,31371012,"Pasikurowice - Energetyczna",51.2141238000,17.1098117700
1167,23505,"OSOBOWICE (Stacja kolejowa)",51.1654575200,16.9989984500
1681,21008,"Gajowa",51.0919339700,17.0399381800
3227,18006,"Kamiennogórska (Ośrodek dla niewidomych)",51.1424933800,16.9000487100
287,11746,"Ślusarska",51.0841596000,16.9903802000
2638,20330,"Komuny Paryskiej",51.1023005900,17.0466553900
3584,11238,"Weigla (Szpital)",51.0767667200,17.0183333200
4105,17519,"Skarżyńskiego",51.1091780000,16.9053650000
2475,17723,"JARNOŁTÓW",51.1214176400,16.8439344000
1331,16713,"Marcepanowa",51.0617578900,16.9758113000
1275,24520,"Monte Cassino",51.1056956200,17.1050499900
1040,11720,"GRABISZYŃSKA (Cmentarz)",51.0896217000,16.9766622100
3410,17131,"Jordanowska",51.0787080000,16.9577690000
1417,10022,"GALERIA DOMINIKAŃSKA",51.1084040300,17.0385789900
3883,82024004,"ZABRODZIE",51.0569300000,16.9465210000
105,18508,"Północna",51.1570317500,16.9344602800
898,11728,"Fiołkowa",51.0930791900,16.9782840400
3935,11555,"RACŁAWICKA",51.0776580000,16.9834980000
1779,18363,"Krępicka",51.1505124500,16.8552577400
588,24715,"Strumykowa",51.1015646100,17.1571887000
4111,80347014,"Pietrzykowice Wrocławska/Stawowa",51.0555433500,16.8818912000
2269,11334,"Komandorska",51.0923578800,17.0233312900
1634,10413,"Śrubowa",51.1123145200,17.0010884800
4026,92058003,"Mrozów - Wyzwolenia",51.1889870000,16.7842080000
459,21144,"Kamienna",51.0859398000,17.0465032900
481,21106,"Śliczna",51.0857054600,17.0353824900
3824,17111,"Awicenny",51.0871151300,16.9528231600
3404,716103,"Biskupice Podgórne LG Innotek",51.0181660000,16.8888120000
4036,17744,"Osiniecka",51.1218630000,16.8914370000
3618,31918008,"Kamień - skrzy.",51.1668643000,17.2193349700
2793,12151,"MUCHOBÓR MAŁY (Stacja kolejowa)",51.1125786600,16.9706042000
4165,91607004,"Ferma - stadnina koni",51.1182359000,16.8258072000
3405,716102,"Biskupice Podgórne LG Chem",51.0159220000,16.8869780000
3532,121004,"Joannitów",51.0940895400,17.0338478400
2549,21022,"TARNOGAJ",51.0785056000,17.0639519700
3804,17708,"Jerzmanowska nr 9",51.1261206400,16.9089938100
1248,24101,"KROMERA",51.1322240600,17.0651489300
3801,17709,"Jerzmanowska nr 17",51.1272973700,16.9024677100
1446,11603,"Hutmen",51.0961267200,16.9859878700
167,17715,"Adamczewskich",51.1209533900,16.8695615700
3522,20268,"DWORZEC GŁÓWNY",51.0996927600,17.0355198300
3571,11310,"KRZYKI",51.0748836600,17.0065686100
2369,21027,"Morwowa",51.0768883600,17.0506457900
1213,24710,"Niedziałkowskiego",51.1095289200,17.1384195100
3246,29544,"Odrodzenia Polski",51.1640729300,17.1258213200
998,23130,"Kamieńskiego",51.1394310400,17.0311768000
3142,10121,"GALERIA DOMINIKAŃSKA",51.1089157400,17.0399095500
2292,12132,"ROD Tysiąclecia",51.1113787900,16.9525599400
2567,18401,"STADION WROCŁAW (Królewiecka)",51.1435674600,16.9499601500
1577,12407,"Metalowców",51.1327735200,16.9574495900
433,25142,"Księska",51.0767904900,17.0892144900
3638,31921007,"Raków IV",51.1559148700,17.2749699300
3933,11549,"RACŁAWICKA",51.0773950000,16.9839380000
1774,23023,"Kamieńskiego",51.1395550400,17.0317598400
4037,17743,"Osiniecka",51.1217030000,16.8910350000
3196,29100,"MULICKA",51.1453306200,17.1166607300
3007,18015,"Kosmonautów (Szpital)",51.1418478700,16.9058947000
3668,31910003,"Bukowina - skrzy.",51.2048768500,17.1532228500
197,12901,"Hermanowska",51.1222790000,16.9558990000
786,12520,"KUŹNIKI (Stacja kolejowa)",51.1262355100,16.9548581600
3813,26324,"rondo Św. Ojca Pio",51.0589698600,17.0070559700
1911,18376,"Hartmana",51.1603831800,16.8774650100
690,23530,"Widawa",51.1753073700,17.0227755900
1509,10649,"mosty Mieszczańskie",51.1175254100,17.0255051600
2721,10505,"pl. Strzegomski (Muzeum Współczesne)",51.1132386800,17.0078862500
2270,125004,"KRAKOWSKA (Centrum handlowe)",51.0895698100,17.0657194900
1163,123001,"most Osobowicki",51.1331533800,17.0264207700
3389,17721,"Jarnołtowska (Samotworska)",51.1201541300,16.8498842600
3920,18345,"ŻAR",51.1501950000,16.8337850000
1479,10605,"Kleczkowska",51.1267293200,17.0279064000
1529,21015,"Nyska",51.0829921100,17.0546832000
3044,29552,"Przebiśniegowa",51.1725207300,17.1133433600
1617,10003,"Rynek",51.1110477400,17.0269635300
181,17702,"Szczecińska",51.1224508500,16.9309962300
3136,18714,"PRACZE ODRZAŃSKIE",51.1747050400,16.9066019500
528,25516,"Na Grobli",51.1014735800,17.0673626300
1363,23014,"Broniewskiego",51.1353023000,17.0363349100
3599,30098011,"Mirków - Sportowa",51.1634077900,17.1572986300
785,12519,"KUŹNIKI (Stacja kolejowa)",51.1262151500,16.9550870400
1540,23203,"OSOBOWICE",51.1374281500,16.9946348900
809,12130,"Kołobrzeska",51.1215371800,16.9469938200
3006,18016,"Kosmonautów (Szpital)",51.1417354600,16.9060826300
662,23305,"Lipska",51.1448119600,16.9867691300
51,29535,"Pawłowice",51.1655438200,17.1063972500
204,12511,"Na Ostatnim Groszu",51.1231804900,16.9750780800
3857,21031,"Hubska (Dawida)",51.0930490000,17.0428970000
1586,20681,"PL. STASZICA",51.1227854600,17.0308200600
3420,29130,"Psie Pole (Rondo Lotników Polskich)",51.1471111900,17.1166803100
1813,10521,"Szczepin",51.1176376900,17.0064837400
334,16521,"Wyścigowa",51.0697063400,17.0120504400
274,17307,"Krzemieniecka",51.0963781000,16.9569500200
767,29306,"Mroźna",51.1348601600,17.1384322200
3682,32913102,"Domaszczyn Wrocławska sklep",51.1901070200,17.1707040200
4130,18131,"Aleja Architektów",51.1392750000,16.9269980000
4106,30520,"POPOWICE (Stacja kolejowa)",51.1256780000,17.0019040000
949,26322,"Oboźna",51.0582983800,17.0325979100
873,120803,"Górnickiego",51.1162501300,17.0550195200
519,20326,"Na Niskich Łąkach",51.0972808300,17.0554890900
1549,20200,"pl. Wróblewskiego",51.1060456400,17.0467674800
713,29539,"Kopańskiego",51.1549566500,17.1193374700
2291,21179,"ROD Bajki",51.0830188600,17.0360095600
738,29111,"BIERUTOWSKA (Wiadukt)",51.1584667300,17.1476851900
2264,26346,"ROD Storczyk",51.0476633700,17.0160435600
4174,91048981,"Wróblowice Innowacyjna",51.1531270000,16.8146390000
